simFrame,signId,roadDist,value
                      2,-99.99,-99.99,-99.99
                      3,-99.99,-99.99,-99.99
                      4,-99.99,-99.99,-99.99
                      5,-99.99,-99.99,-99.99
                      6,-99.99,-99.99,-99.99
                      7,-99.99,-99.99,-99.99
                      8,-99.99,-99.99,-99.99
                      9,-99.99,-99.99,-99.99
                     10,-99.99,-99.99,-99.99
                     11,-99.99,-99.99,-99.99
                     12,-99.99,-99.99,-99.99
                     13,-99.99,-99.99,-99.99
                     14,-99.99,-99.99,-99.99
                     15,-99.99,-99.99,-99.99
                     16,-99.99,-99.99,-99.99
                     17,-99.99,-99.99,-99.99
                     18,-99.99,-99.99,-99.99
                     19,-99.99,-99.99,-99.99
                     20,-99.99,-99.99,-99.99
                     21,-99.99,-99.99,-99.99
                     22,-99.99,-99.99,-99.99
                     23,-99.99,-99.99,-99.99
                     24,-99.99,-99.99,-99.99
                     25,-99.99,-99.99,-99.99
                     26,-99.99,-99.99,-99.99
                     27,-99.99,-99.99,-99.99
                     28,-99.99,-99.99,-99.99
                     29,-99.99,-99.99,-99.99
                     30,-99.99,-99.99,-99.99
                     31,-99.99,-99.99,-99.99
                     32,-99.99,-99.99,-99.99
                     33,-99.99,-99.99,-99.99
                     34,-99.99,-99.99,-99.99
                     35,-99.99,-99.99,-99.99
                     36,-99.99,-99.99,-99.99
                     37,-99.99,-99.99,-99.99
                     38,-99.99,-99.99,-99.99
                     39,-99.99,-99.99,-99.99
                     40,-99.99,-99.99,-99.99
                     41,-99.99,-99.99,-99.99
                     42,-99.99,-99.99,-99.99
                     43,-99.99,-99.99,-99.99
                     44,-99.99,-99.99,-99.99
                     45,-99.99,-99.99,-99.99
                     46,-99.99,-99.99,-99.99
                     47,-99.99,-99.99,-99.99
                     48,-99.99,-99.99,-99.99
                     49,-99.99,-99.99,-99.99
                     50,-99.99,-99.99,-99.99
                     51,-99.99,-99.99,-99.99
                     52,-99.99,-99.99,-99.99
                     53,-99.99,-99.99,-99.99
                     54,-99.99,-99.99,-99.99
                     55,-99.99,-99.99,-99.99
                     56,-99.99,-99.99,-99.99
                     57,-99.99,-99.99,-99.99
                     58,-99.99,-99.99,-99.99
                     59,-99.99,-99.99,-99.99
                     60,-99.99,-99.99,-99.99
                     61,-99.99,-99.99,-99.99
                     62,-99.99,-99.99,-99.99
                     63,-99.99,-99.99,-99.99
                     64,-99.99,-99.99,-99.99
                     65,-99.99,-99.99,-99.99
                     66,-99.99,-99.99,-99.99
                     67,-99.99,-99.99,-99.99
                     68,-99.99,-99.99,-99.99
                     69,-99.99,-99.99,-99.99
                     70,-99.99,-99.99,-99.99
                     71,-99.99,-99.99,-99.99
                     72,-99.99,-99.99,-99.99
                     73,-99.99,-99.99,-99.99
                     74,-99.99,-99.99,-99.99
                     75,-99.99,-99.99,-99.99
                     76,-99.99,-99.99,-99.99
                     77,-99.99,-99.99,-99.99
                     78,-99.99,-99.99,-99.99
                     79,-99.99,-99.99,-99.99
                     80,-99.99,-99.99,-99.99
                     81,-99.99,-99.99,-99.99
                     82,-99.99,-99.99,-99.99
                     83,-99.99,-99.99,-99.99
                     84,-99.99,-99.99,-99.99
                     85,-99.99,-99.99,-99.99
                     86,-99.99,-99.99,-99.99
                     87,-99.99,-99.99,-99.99
                     88,-99.99,-99.99,-99.99
                     89,-99.99,-99.99,-99.99
                     90,-99.99,-99.99,-99.99
                     91,-99.99,-99.99,-99.99
                     92,-99.99,-99.99,-99.99
                     93,-99.99,-99.99,-99.99
                     94,-99.99,-99.99,-99.99
                     95,-99.99,-99.99,-99.99
                     96,-99.99,-99.99,-99.99
                     97,-99.99,-99.99,-99.99
                     98,-99.99,-99.99,-99.99
                     99,-99.99,-99.99,-99.99
                    100,-99.99,-99.99,-99.99
                    101,-99.99,-99.99,-99.99
                    102,-99.99,-99.99,-99.99
                    103,-99.99,-99.99,-99.99
                    104,-99.99,-99.99,-99.99
                    105,-99.99,-99.99,-99.99
                    106,-99.99,-99.99,-99.99
                    107,-99.99,-99.99,-99.99
                    108,-99.99,-99.99,-99.99
                    109,-99.99,-99.99,-99.99
                    110,-99.99,-99.99,-99.99
                    111,-99.99,-99.99,-99.99
                    112,-99.99,-99.99,-99.99
                    113,-99.99,-99.99,-99.99
                    114,-99.99,-99.99,-99.99
                    115,-99.99,-99.99,-99.99
                    116,-99.99,-99.99,-99.99
                    117,-99.99,-99.99,-99.99
                    118,-99.99,-99.99,-99.99
                    119,-99.99,-99.99,-99.99
                    120,-99.99,-99.99,-99.99
                    121,-99.99,-99.99,-99.99
                    122,-99.99,-99.99,-99.99
                    123,-99.99,-99.99,-99.99
                    124,-99.99,-99.99,-99.99
                    125,-99.99,-99.99,-99.99
                    126,-99.99,-99.99,-99.99
                    127,-99.99,-99.99,-99.99
                    128,-99.99,-99.99,-99.99
                    129,-99.99,-99.99,-99.99
                    130,-99.99,-99.99,-99.99
                    131,-99.99,-99.99,-99.99
                    132,-99.99,-99.99,-99.99
                    133,-99.99,-99.99,-99.99
                    134,-99.99,-99.99,-99.99
                    135,-99.99,-99.99,-99.99
                    136,-99.99,-99.99,-99.99
                    137,-99.99,-99.99,-99.99
                    138,-99.99,-99.99,-99.99
                    139,-99.99,-99.99,-99.99
                    140,-99.99,-99.99,-99.99
                    141,-99.99,-99.99,-99.99
                    142,-99.99,-99.99,-99.99
                    143,-99.99,-99.99,-99.99
                    144,-99.99,-99.99,-99.99
                    145,-99.99,-99.99,-99.99
                    146,-99.99,-99.99,-99.99
                    147,-99.99,-99.99,-99.99
                    148,-99.99,-99.99,-99.99
                    149,-99.99,-99.99,-99.99
                    150,-99.99,-99.99,-99.99
                    151,-99.99,-99.99,-99.99
                    152,-99.99,-99.99,-99.99
                    153,-99.99,-99.99,-99.99
                    154,-99.99,-99.99,-99.99
                    155,-99.99,-99.99,-99.99
                    156,-99.99,-99.99,-99.99
                    157,-99.99,-99.99,-99.99
                    158,-99.99,-99.99,-99.99
                    159,-99.99,-99.99,-99.99
                    160,-99.99,-99.99,-99.99
                    161,-99.99,-99.99,-99.99
                    162,-99.99,-99.99,-99.99
                    163,-99.99,-99.99,-99.99
                    164,-99.99,-99.99,-99.99
                    165,-99.99,-99.99,-99.99
                    166,-99.99,-99.99,-99.99
                    167,-99.99,-99.99,-99.99
                    168,-99.99,-99.99,-99.99
                    169,-99.99,-99.99,-99.99
                    170,-99.99,-99.99,-99.99
                    171,-99.99,-99.99,-99.99
                    172,-99.99,-99.99,-99.99
                    173,-99.99,-99.99,-99.99
                    174,-99.99,-99.99,-99.99
                    175,-99.99,-99.99,-99.99
                    176,-99.99,-99.99,-99.99
                    177,-99.99,-99.99,-99.99
                    178,-99.99,-99.99,-99.99
                    179,-99.99,-99.99,-99.99
                    180,-99.99,-99.99,-99.99
                    181,-99.99,-99.99,-99.99
                    182,-99.99,-99.99,-99.99
                    183,-99.99,-99.99,-99.99
                    184,-99.99,-99.99,-99.99
                    185,-99.99,-99.99,-99.99
                    186,-99.99,-99.99,-99.99
                    187,-99.99,-99.99,-99.99
                    188,-99.99,-99.99,-99.99
                    189,-99.99,-99.99,-99.99
                    190,-99.99,-99.99,-99.99
                    191,-99.99,-99.99,-99.99
                    192,-99.99,-99.99,-99.99
                    193,-99.99,-99.99,-99.99
                    194,-99.99,-99.99,-99.99
                    195,-99.99,-99.99,-99.99
                    196,-99.99,-99.99,-99.99
                    197,-99.99,-99.99,-99.99
                    198,-99.99,-99.99,-99.99
                    199,-99.99,-99.99,-99.99
                    200,-99.99,-99.99,-99.99
                    201,-99.99,-99.99,-99.99
                    202,-99.99,-99.99,-99.99
                    203,-99.99,-99.99,-99.99
                    204,-99.99,-99.99,-99.99
                    205,-99.99,-99.99,-99.99
                    206,-99.99,-99.99,-99.99
                    207,-99.99,-99.99,-99.99
                    208,-99.99,-99.99,-99.99
                    209,-99.99,-99.99,-99.99
                    210,-99.99,-99.99,-99.99
                    211,-99.99,-99.99,-99.99
                    212,-99.99,-99.99,-99.99
                    213,-99.99,-99.99,-99.99
                    214,-99.99,-99.99,-99.99
                    215,-99.99,-99.99,-99.99
                    216,-99.99,-99.99,-99.99
                    217,-99.99,-99.99,-99.99
                    218,-99.99,-99.99,-99.99
                    219,-99.99,-99.99,-99.99
                    220,-99.99,-99.99,-99.99
                    221,-99.99,-99.99,-99.99
                    222,-99.99,-99.99,-99.99
                    223,-99.99,-99.99,-99.99
                    224,-99.99,-99.99,-99.99
                    225,-99.99,-99.99,-99.99
                    226,-99.99,-99.99,-99.99
                    227,-99.99,-99.99,-99.99
                    228,-99.99,-99.99,-99.99
                    229,-99.99,-99.99,-99.99
                    230,-99.99,-99.99,-99.99
                    231,-99.99,-99.99,-99.99
                    232,-99.99,-99.99,-99.99
                    233,-99.99,-99.99,-99.99
                    234,-99.99,-99.99,-99.99
                    235,-99.99,-99.99,-99.99
                    236,-99.99,-99.99,-99.99
                    237,-99.99,-99.99,-99.99
                    238,-99.99,-99.99,-99.99
                    239,-99.99,-99.99,-99.99
                    240,-99.99,-99.99,-99.99
                    241,-99.99,-99.99,-99.99
                    242,-99.99,-99.99,-99.99
                    243,-99.99,-99.99,-99.99
                    244,-99.99,-99.99,-99.99
                    245,-99.99,-99.99,-99.99
                    246,-99.99,-99.99,-99.99
                    247,-99.99,-99.99,-99.99
                    248,-99.99,-99.99,-99.99
                    249,-99.99,-99.99,-99.99
                    250,-99.99,-99.99,-99.99
                    251,-99.99,-99.99,-99.99
                    252,-99.99,-99.99,-99.99
                    253,-99.99,-99.99,-99.99
                    254,-99.99,-99.99,-99.99
                    255,-99.99,-99.99,-99.99
                    256,-99.99,-99.99,-99.99
                    257,-99.99,-99.99,-99.99
                    258,-99.99,-99.99,-99.99
                    259,-99.99,-99.99,-99.99
                    260,-99.99,-99.99,-99.99
                    261,-99.99,-99.99,-99.99
                    262,-99.99,-99.99,-99.99
                    263,-99.99,-99.99,-99.99
                    264,-99.99,-99.99,-99.99
                    265,-99.99,-99.99,-99.99
                    266,-99.99,-99.99,-99.99
                    267,-99.99,-99.99,-99.99
                    268,-99.99,-99.99,-99.99
                    269,-99.99,-99.99,-99.99
                    270,-99.99,-99.99,-99.99
                    271,-99.99,-99.99,-99.99
                    272,-99.99,-99.99,-99.99
                    273,-99.99,-99.99,-99.99
                    274,-99.99,-99.99,-99.99
                    275,-99.99,-99.99,-99.99
                    276,-99.99,-99.99,-99.99
                    277,-99.99,-99.99,-99.99
                    278,-99.99,-99.99,-99.99
                    279,-99.99,-99.99,-99.99
                    280,-99.99,-99.99,-99.99
                    281,-99.99,-99.99,-99.99
                    282,-99.99,-99.99,-99.99
                    283,-99.99,-99.99,-99.99
                    284,-99.99,-99.99,-99.99
                    285,-99.99,-99.99,-99.99
                    286,-99.99,-99.99,-99.99
                    287,-99.99,-99.99,-99.99
                    288,-99.99,-99.99,-99.99
                    289,-99.99,-99.99,-99.99
                    290,-99.99,-99.99,-99.99
                    291,-99.99,-99.99,-99.99
                    292,-99.99,-99.99,-99.99
                    293,-99.99,-99.99,-99.99
                    294,-99.99,-99.99,-99.99
                    295,-99.99,-99.99,-99.99
                    296,-99.99,-99.99,-99.99
                    297,-99.99,-99.99,-99.99
                    298,-99.99,-99.99,-99.99
                    299,-99.99,-99.99,-99.99
                    300,-99.99,-99.99,-99.99
                    301,-99.99,-99.99,-99.99
                    302,-99.99,-99.99,-99.99
                    303,-99.99,-99.99,-99.99
                    304,-99.99,-99.99,-99.99
                    305,-99.99,-99.99,-99.99
                    306,-99.99,-99.99,-99.99
                    307,-99.99,-99.99,-99.99
                    308,-99.99,-99.99,-99.99
                    309,-99.99,-99.99,-99.99
                    310,-99.99,-99.99,-99.99
                    311,-99.99,-99.99,-99.99
                    312,-99.99,-99.99,-99.99
                    313,-99.99,-99.99,-99.99
                    314,-99.99,-99.99,-99.99
                    315,-99.99,-99.99,-99.99
                    316,-99.99,-99.99,-99.99
                    317,-99.99,-99.99,-99.99
                    318,-99.99,-99.99,-99.99
                    319,-99.99,-99.99,-99.99
                    320,-99.99,-99.99,-99.99
                    321,-99.99,-99.99,-99.99
                    322,-99.99,-99.99,-99.99
                    323,-99.99,-99.99,-99.99
                    324,-99.99,-99.99,-99.99
                    325,-99.99,-99.99,-99.99
                    326,-99.99,-99.99,-99.99
                    327,-99.99,-99.99,-99.99
                    328,-99.99,-99.99,-99.99
                    329,-99.99,-99.99,-99.99
                    330,-99.99,-99.99,-99.99
                    331,-99.99,-99.99,-99.99
                    332,-99.99,-99.99,-99.99
                    333,-99.99,-99.99,-99.99
                    334,-99.99,-99.99,-99.99
                    335,-99.99,-99.99,-99.99
                    336,-99.99,-99.99,-99.99
                    337,-99.99,-99.99,-99.99
                    338,-99.99,-99.99,-99.99
                    339,-99.99,-99.99,-99.99
                    340,-99.99,-99.99,-99.99
                    341,-99.99,-99.99,-99.99
                    342,-99.99,-99.99,-99.99
                    343,-99.99,-99.99,-99.99
                    344,-99.99,-99.99,-99.99
                    345,-99.99,-99.99,-99.99
                    346,-99.99,-99.99,-99.99
                    347,-99.99,-99.99,-99.99
                    348,-99.99,-99.99,-99.99
                    349,-99.99,-99.99,-99.99
                    350,-99.99,-99.99,-99.99
                    351,-99.99,-99.99,-99.99
                    352,-99.99,-99.99,-99.99
                    353,-99.99,-99.99,-99.99
                    354,-99.99,-99.99,-99.99
